[METADATA]
Parameter,Value
Total Population,30917
Total Simulation Days,7

[DEVICE_SUMMARY]
Device,TotalLitersConsumed,TotalUses
toilet,2489600.00,1244800
shower,8156609.83,233951
wash_bassin,2590186.01,1281945
wash_machine,3874608.00,26907
dish_washer,4171502.96,5381635
tanque,988615.49,248643

[PULSE_DATA]
horario_segundos,toilet,shower,wash_bassin,wash_machine,dish_washer,tanque,total
6653,6.40,7.28,6.70,8.60,9.10,0.00,38.08
6654,5.20,7.28,6.69,8.60,9.03,0.00,36.80
6655,5.20,7.36,6.78,8.60,9.05,0.00,37.00
6656,6.40,7.36,6.75,8.60,8.91,0.00,38.03
6657,7.20,7.36,6.78,8.60,8.75,0.00,38.70
6658,8.00,7.26,6.59,8.60,8.74,0.00,39.19
6659,9.20,7.26,6.41,8.50,8.50,0.00,39.87
6660,8.00,7.26,6.31,8.40,8.48,0.00,38.45
6661,7.20,7.04,6.35,8.40,8.60,0.00,37.58
6662,8.40,7.12,6.13,8.40,8.50,0.00,38.55
6663,8.00,7.12,6.06,8.40,8.72,0.00,38.30
6664,6.40,7.12,6.14,8.40,8.60,0.00,36.66
6665,8.40,6.88,6.27,8.40,8.67,0.00,38.62
6666,8.80,6.72,6.04,8.40,8.84,0.00,38.80
6667,7.60,6.72,5.98,8.40,8.71,0.00,37.42
6668,7.60,6.72,6.01,8.40,8.58,0.00,37.31
6669,8.00,6.72,5.74,8.40,8.51,0.00,37.36
6670,7.20,6.72,5.71,8.40,8.27,0.00,36.30
6671,6.80,6.72,6.04,8.40,8.43,0.00,36.39
6672,6.80,6.72,6.01,8.40,8.31,0.00,36.24
6673,7.20,6.81,6.13,8.40,8.67,0.00,37.21
6674,6.80,6.81,6.22,8.40,8.87,0.00,37.10
6675,6.00,6.70,6.09,8.40,8.83,0.00,36.01
6676,4.80,6.70,5.79,8.40,8.86,0.00,34.54
6677,4.40,6.70,6.04,8.40,8.90,0.00,34.44
6678,3.60,6.70,5.99,8.40,9.01,0.00,33.70
6679,4.40,6.63,6.11,8.40,9.04,0.00,34.58
6680,4.00,6.63,6.00,8.40,9.07,0.00,34.10
6681,5.60,6.55,5.93,8.40,9.07,0.00,35.55
6682,6.40,6.55,6.00,8.40,8.99,0.00,36.35
6683,6.80,6.67,5.88,8.40,9.10,0.00,36.85
6684,6.00,6.67,5.73,8.40,9.10,0.00,35.91
6685,5.60,6.67,5.77,8.40,8.90,0.00,35.34
6686,4.80,6.57,5.76,8.40,8.97,0.00,34.50
6687,4.40,6.57,5.49,8.40,8.95,0.00,33.81
6688,3.60,6.46,5.52,8.40,9.00,0.00,32.99
6689,5.60,6.47,5.54,8.40,9.13,0.00,35.14
6690,6.00,6.47,5.56,8.40,9.46,0.00,35.89
6691,5.60,6.47,5.53,8.40,9.51,0.00,35.51
6692,5.60,6.34,5.58,8.40,9.49,0.00,35.41
6693,6.00,6.34,5.71,8.40,9.60,0.00,36.05
6694,5.60,6.26,5.82,8.40,9.66,0.00,35.74
6695,7.20,6.26,5.83,8.40,9.70,0.00,37.39
6696,8.80,6.36,6.20,8.40,9.75,0.00,39.52
6697,10.00,6.36,6.11,8.40,9.78,0.00,40.65
6698,9.20,6.45,6.25,8.40,9.51,0.00,39.81
6699,8.00,6.45,6.29,8.40,9.51,0.00,38.65
6700,6.00,6.42,6.32,8.40,9.22,0.00,36.36
6701,3.60,6.53,6.23,8.40,9.20,0.00,33.96
6702,1.20,6.53,6.33,8.40,9.24,0.00,31.70
6703,2.80,6.53,6.41,8.40,8.94,0.00,33.08
6704,2.80,6.71,6.40,8.40,8.88,0.00,33.20
6705,3.20,6.71,6.26,8.40,8.85,0.00,33.43
6706,5.20,6.71,6.32,8.40,9.05,0.00,35.68
6707,6.80,6.71,6.24,8.30,9.25,0.00,37.30
6708,6.40,6.71,6.26,8.30,9.33,0.00,37.00
6709,7.20,6.62,6.28,8.40,9.34,0.00,37.84
6710,7.60,6.62,6.19,8.40,9.19,0.00,38.01
6711,5.60,6.54,6.17,8.40,9.18,0.00,35.89
6712,4.80,6.54,5.77,8.40,9.31,0.00,34.83
6713,4.40,6.54,5.63,8.40,9.21,0.00,34.18
6714,3.60,6.54,5.50,8.40,9.10,0.00,33.14
6715,3.60,6.54,5.61,8.40,9.18,0.00,33.33
6716,4.80,6.39,5.60,8.40,9.22,0.00,34.40
6717,5.20,6.39,5.62,8.30,8.96,0.00,34.47
6718,5.60,6.39,5.51,8.30,9.01,0.00,34.82
6719,5.60,6.39,5.48,8.30,9.02,0.00,34.79
6720,5.20,6.39,5.48,8.30,9.14,0.00,34.50
6721,6.40,6.39,5.71,8.40,9.16,0.00,36.06
6722,6.80,6.44,5.80,8.40,9.07,0.00,36.51
6723,6.00,6.34,5.91,8.40,9.18,0.00,35.82
6724,6.00,6.34,5.98,8.40,9.55,0.00,36.27
6725,7.60,6.34,5.87,8.40,9.59,0.00,37.81
6726,8.00,6.34,5.93,8.40,9.69,0.00,38.36
6727,7.60,6.34,5.78,8.40,9.57,0.00,37.69
6728,8.80,6.34,5.73,8.40,9.56,0.00,38.84
6729,8.80,6.34,5.77,8.40,9.46,0.00,38.77
6730,6.80,6.34,5.87,8.40,9.70,0.00,37.11
6731,4.80,6.34,5.96,8.40,9.79,0.00,35.29
6732,4.80,6.34,5.86,8.40,9.89,0.00,35.29
6733,4.40,6.34,5.76,8.40,10.12,0.00,35.02
6734,4.40,6.34,5.89,8.40,10.08,0.00,35.12
6735,6.40,6.34,5.86,8.40,9.83,0.00,36.83
6736,6.80,6.34,5.70,8.40,10.02,0.00,37.26
6737,6.40,6.34,5.86,8.40,10.05,0.00,37.06
6738,6.00,6.34,5.81,8.40,10.04,0.00,36.58
6739,6.00,6.43,5.85,8.40,10.15,0.00,36.83
6740,5.20,6.43,5.90,8.40,10.09,0.00,36.01
6741,6.40,6.43,5.87,8.40,9.97,0.00,37.06
6742,7.60,6.43,6.00,8.40,9.84,0.00,38.26
6743,8.00,6.43,5.94,8.40,9.72,0.00,38.49
6744,9.60,6.43,5.81,8.40,9.74,0.00,39.98
6745,9.60,6.43,5.88,8.40,9.54,0.00,39.84
6746,8.40,6.33,5.76,8.40,9.43,0.00,38.32
6747,7.20,6.33,5.62,8.40,9.35,0.00,36.89
6748,7.20,6.33,5.30,8.40,8.96,0.00,36.18
6749,6.40,6.35,5.31,8.40,8.65,0.00,35.11
6750,4.80,6.41,5.30,8.40,8.39,0.00,33.29
6751,4.80,6.34,5.20,8.40,8.39,0.00,33.13
6752,4.40,6.34,5.14,8.40,8.20,0.00,32.48
6753,3.60,6.34,5.11,8.40,8.06,0.00,31.51
6754,2.80,6.34,5.23,8.40,8.00,0.00,30.77
6755,4.00,6.34,5.08,8.40,7.95,0.00,31.77
6756,2.80,6.34,5.20,8.40,7.87,0.00,30.61
6757,5.20,6.34,5.24,8.40,8.01,0.00,33.19
6758,4.80,6.25,5.17,8.40,7.80,0.00,32.42
6759,4.80,6.37,5.20,8.30,7.80,0.00,32.46
6760,5.20,6.43,5.41,8.30,7.91,0.00,33.24
6761,6.80,6.43,5.44,8.30,8.18,0.00,35.15
6762,4.80,6.34,5.33,8.30,8.05,0.00,32.82
6763,6.00,6.34,5.55,8.30,8.06,0.00,34.25
6764,6.40,6.34,5.58,8.30,7.88,0.00,34.51
6765,5.60,6.24,5.45,8.30,7.84,0.00,33.43
6766,4.80,6.03,5.28,8.30,8.04,0.00,32.44
6767,4.00,6.03,5.12,8.30,8.08,0.00,31.53
6768,4.00,5.97,5.17,8.30,8.13,0.00,31.57
6769,4.00,5.97,5.14,8.30,8.23,0.00,31.63
6770,5.60,5.97,5.02,8.30,8.18,0.00,33.06
6771,7.20,5.97,5.06,8.30,7.97,0.00,34.50
6772,8.40,5.97,4.95,8.30,7.91,0.00,35.53
6773,8.40,5.97,4.90,8.30,8.21,0.00,35.78
6774,8.00,5.97,4.96,8.30,8.16,0.00,35.38
6775,7.60,5.97,4.99,8.30,8.24,0.00,35.10
6776,6.40,5.97,4.94,8.30,8.24,0.00,33.85
6777,6.00,6.03,5.00,8.30,8.34,0.00,33.67
6778,5.60,5.95,4.99,8.30,8.30,0.00,33.15
6779,6.40,5.95,5.16,8.30,8.36,0.00,34.17
6780,5.60,5.95,5.27,8.30,8.31,0.00,33.44
6781,6.00,5.95,5.07,8.30,8.12,0.00,33.45
6782,6.40,5.95,5.03,8.30,8.14,0.00,33.83
6783,6.80,5.95,4.96,8.30,8.25,0.00,34.26
6784,5.60,5.95,5.09,8.30,8.29,0.00,33.23
6785,5.20,5.95,4.92,8.30,8.11,0.00,32.48
6786,3.60,6.04,5.02,8.30,8.11,0.00,31.07
6787,4.00,6.04,4.84,8.30,8.36,0.00,31.54
6788,4.80,6.04,4.93,8.30,8.29,0.00,32.35
6789,5.60,6.02,4.97,8.30,8.45,0.00,33.34
6790,5.60,5.94,5.13,8.30,8.33,0.00,33.31
6791,7.20,6.04,5.21,8.30,8.46,0.00,35.21
6792,6.40,6.04,5.24,8.30,8.40,0.00,34.38
6793,8.40,5.92,5.34,8.30,8.55,0.00,36.51
6794,8.40,5.92,5.21,8.30,8.81,0.00,36.64
6795,9.20,5.92,5.13,8.30,8.78,0.00,37.34
6796,8.80,5.92,5.15,8.30,8.86,0.00,37.04
6797,9.20,5.92,5.15,8.30,8.92,0.00,37.49
6798,5.60,5.92,5.12,8.30,8.81,0.00,33.75
6799,6.00,5.92,5.03,8.30,8.57,0.00,33.83
6800,6.40,5.92,5.04,8.30,8.46,0.00,34.12
6801,6.80,5.92,5.10,8.30,8.38,0.00,34.50
6802,6.80,5.80,5.08,8.30,8.39,0.00,34.36
6803,8.40,5.80,5.23,8.30,8.19,0.00,35.92
6804,8.80,5.80,5.38,8.30,8.24,0.00,36.52
6805,6.80,5.68,5.25,8.30,8.19,0.00,34.22
6806,5.60,5.68,5.45,8.30,8.33,0.00,33.37
6807,5.60,5.79,5.55,8.30,8.70,0.00,33.94
6808,4.00,5.87,5.24,8.30,8.75,0.00,32.16
6809,4.00,5.97,5.35,8.30,8.74,0.00,32.36
6810,5.20,5.89,5.33,8.30,8.72,0.00,33.44
6811,6.80,5.89,5.27,8.30,8.66,0.00,34.92
6812,6.40,5.89,5.13,8.30,8.77,0.00,34.49
6813,8.00,6.00,5.04,8.30,8.86,0.00,36.20
6814,7.60,6.00,5.15,8.30,8.82,0.00,35.86
6815,8.40,5.87,5.13,8.30,8.82,0.00,36.52
6816,7.60,5.97,5.35,8.30,8.88,0.00,36.10
6817,7.60,5.97,5.43,8.30,8.80,0.00,36.10
6818,6.40,5.97,5.41,8.20,8.83,0.00,34.80
6819,5.20,5.97,5.28,8.20,8.79,0.00,33.44
6820,5.20,5.97,5.22,8.20,8.88,0.00,33.47
6821,5.20,6.06,5.34,8.20,8.84,0.00,33.63
6822,5.60,6.06,5.31,8.20,8.92,0.00,34.08
6823,6.40,5.94,5.42,8.20,8.82,0.00,34.78
6824,7.20,5.88,5.37,8.20,8.81,0.00,35.46
6825,5.20,5.88,5.28,8.20,8.74,0.00,33.31
6826,6.00,5.88,5.36,8.20,8.89,0.00,34.33
6827,5.20,5.76,5.30,8.20,9.00,0.00,33.46
6828,4.40,5.64,5.15,8.20,9.05,0.00,32.44
6829,3.20,5.80,5.20,8.20,8.85,0.00,31.25
6830,4.40,5.80,5.13,8.20,8.92,0.00,32.45
6831,4.80,5.80,5.13,8.20,8.67,0.00,32.60
6832,4.40,5.80,5.15,8.20,8.69,0.00,32.24
6833,5.20,5.80,5.39,8.20,8.85,0.00,33.44
6834,6.00,5.80,5.34,8.20,8.50,0.00,33.84
6835,6.00,5.80,5.38,8.20,8.49,0.00,33.87
6836,4.00,5.80,5.47,8.20,8.52,0.00,31.99
6837,5.20,5.80,5.36,8.20,8.77,0.00,33.33
6838,5.20,5.80,5.28,8.20,8.99,0.00,33.47
6839,5.20,5.80,5.22,8.20,9.02,0.00,33.43
6840,5.60,5.80,5.23,8.20,9.02,0.00,33.85
6841,6.40,5.88,5.24,8.20,8.97,0.00,34.69
6842,5.60,5.86,5.15,8.20,8.80,0.00,33.61
6843,5.20,5.78,5.05,8.20,8.48,0.00,32.72
6844,4.40,5.78,4.79,8.20,8.49,0.00,31.67
6845,3.60,5.78,4.68,8.10,8.23,0.00,30.40
6846,2.80,5.85,4.75,8.10,8.10,0.00,29.60
6847,4.40,5.85,4.88,8.10,8.04,0.00,31.27
6848,4.80,5.85,4.90,8.00,8.14,0.00,31.69
6849,6.00,5.85,4.97,8.00,8.24,0.00,33.06
6850,7.60,5.85,4.80,7.90,8.44,0.00,34.59
6851,7.60,5.85,4.56,7.90,8.64,0.00,34.55
6852,6.80,5.85,4.56,7.90,8.50,0.00,33.61
6853,6.00,5.85,4.65,7.90,8.46,0.00,32.86
6854,5.20,5.72,4.47,7.90,8.45,0.00,31.74
6855,2.80,5.71,4.47,7.90,8.28,0.00,29.16
6856,4.00,5.71,4.52,7.90,8.18,0.00,30.31
6857,4.00,5.77,4.59,7.90,8.16,0.00,30.42
6858,5.20,5.77,4.68,7.90,8.33,0.00,31.88
6859,7.20,5.77,4.78,7.90,8.16,0.00,33.80
6860,8.00,5.77,4.94,7.90,8.45,0.00,35.06
6861,6.80,5.77,4.90,7.90,8.59,0.00,33.95
6862,6.80,5.77,4.91,8.10,8.66,0.00,34.24
6863,5.60,5.77,5.08,8.10,8.69,0.00,33.23
6864,4.00,5.77,4.98,8.10,8.51,0.00,31.36
6865,3.60,5.77,4.97,8.10,8.44,0.00,30.88
6866,4.40,5.77,5.00,8.10,8.45,0.00,31.72
6867,3.20,5.86,5.13,8.10,8.37,0.00,30.66
6868,3.20,5.86,5.22,8.10,8.45,0.00,30.83
6869,3.60,5.86,5.30,8.10,8.58,0.00,31.45
6870,4.00,5.73,5.13,8.10,8.44,0.00,31.40
6871,4.80,5.67,5.46,8.10,8.25,0.00,32.29
6872,5.60,5.52,5.51,8.10,8.23,0.00,32.96
6873,6.00,5.52,5.54,8.10,8.21,0.00,33.37
6874,5.20,5.52,5.68,8.20,8.23,0.00,32.82
6875,5.60,5.52,5.71,8.20,8.27,0.00,33.29
6876,4.80,5.42,5.73,8.20,8.11,0.00,32.26
6877,4.40,5.42,5.83,8.20,8.00,0.00,31.85
6878,4.80,5.48,5.83,8.20,8.11,0.00,32.42
6879,6.00,5.48,5.76,8.20,8.23,0.00,33.67
6880,6.00,5.57,5.63,8.20,8.34,0.00,33.74
6881,6.80,5.57,5.38,8.20,8.44,0.00,34.39
6882,7.60,5.57,5.59,8.20,8.65,0.00,35.60
6883,6.00,5.57,5.69,8.20,8.32,0.00,33.78
6884,4.80,5.57,5.52,8.20,8.48,0.00,32.57
6885,4.80,5.57,5.59,8.20,8.31,0.00,32.47
6886,4.40,5.57,5.78,8.20,8.45,0.00,32.39
6887,4.80,5.57,5.51,8.20,8.56,0.00,32.64
6888,5.60,5.57,5.54,8.20,8.69,0.00,33.61
6889,6.80,5.57,5.39,8.20,8.61,0.00,34.57
6890,7.20,5.57,5.42,8.20,8.41,0.00,34.80
6891,7.20,5.57,5.39,8.10,8.65,0.00,34.90
6892,6.80,5.57,5.49,8.10,8.72,0.00,34.68
6893,6.40,5.57,5.35,8.10,8.96,0.00,34.38
6894,6.00,5.57,5.42,8.10,8.93,0.00,34.02
6895,6.40,5.57,5.41,8.00,8.78,0.00,34.16
6896,6.00,5.57,5.31,7.90,8.62,0.00,33.40
6897,5.60,5.63,5.39,7.90,8.45,0.00,32.97
6898,5.60,5.63,5.38,7.90,8.45,0.00,32.95
6899,6.40,5.56,5.55,7.90,8.43,0.00,33.84
6900,5.60,5.56,5.69,7.90,8.18,0.00,32.93
6901,5.60,5.56,5.61,7.80,8.14,0.00,32.70
6902,5.60,5.56,5.60,7.70,8.17,0.00,32.63
6903,6.40,5.56,5.48,7.70,8.16,0.00,33.31
6904,5.60,5.56,5.53,7.70,8.25,0.00,32.65
6905,7.20,5.56,5.76,7.70,8.18,0.00,34.40
6906,7.20,5.42,6.01,7.70,8.07,0.00,34.40
6907,6.40,5.42,6.08,7.70,8.02,0.00,33.63
6908,6.00,5.42,6.02,7.70,8.11,0.00,33.24
6909,6.00,5.42,5.97,7.70,8.14,0.00,33.23
6910,4.00,5.42,5.80,7.70,8.23,0.00,31.14
6911,3.60,5.42,5.93,7.70,8.21,0.00,30.85
6912,5.60,5.42,5.92,7.70,8.12,0.00,32.75
6913,6.00,5.42,5.86,7.70,8.17,0.00,33.14
6914,5.60,5.42,5.90,7.70,8.33,0.00,32.95
6915,4.80,5.42,5.56,7.70,8.22,0.00,31.70
6916,4.80,5.42,5.62,7.70,8.54,0.00,32.07
6917,3.20,5.42,5.70,7.70,8.52,0.00,30.53
6918,4.00,5.42,5.53,7.70,8.43,0.00,31.08
6919,4.80,5.42,5.56,7.70,8.39,0.00,31.86
6920,5.60,5.36,5.18,7.70,8.63,0.00,32.47
6921,6.80,5.36,5.12,7.70,8.72,0.00,33.70
6922,8.80,5.48,5.18,7.70,8.63,0.00,35.80
6923,9.60,5.48,5.17,7.70,8.66,0.00,36.61
6924,8.00,5.48,5.40,7.60,8.75,0.00,35.22
6925,8.40,5.48,5.33,7.60,8.78,0.00,35.59
6926,7.60,5.48,5.33,7.60,8.94,0.00,34.95
6927,7.20,5.48,5.06,7.60,8.97,0.00,34.30
6928,6.40,5.48,5.02,7.60,8.95,0.00,33.45
6929,6.80,5.45,5.10,7.60,9.01,0.00,33.96
6930,7.60,5.45,4.84,7.50,8.79,0.00,34.17
6931,6.80,5.45,4.98,7.50,8.69,0.00,33.42
6932,5.60,5.51,4.93,7.50,8.47,0.00,32.01
6933,3.60,5.51,4.99,7.50,8.45,0.00,30.05
6934,4.00,5.51,4.93,7.50,8.72,0.00,30.67
6935,2.40,5.51,4.92,7.50,8.69,0.00,29.03
6936,4.40,5.51,4.95,7.50,8.62,0.00,30.98
6937,5.20,5.51,4.80,7.60,8.69,0.00,31.81
6938,5.60,5.39,4.89,7.50,8.62,0.00,32.00
6939,7.20,5.39,4.81,7.50,8.57,0.00,33.47
6940,7.60,5.47,4.86,7.50,8.51,0.00,33.94
6941,7.20,5.47,4.84,7.50,8.56,0.00,33.57
6942,6.00,5.47,4.75,7.50,8.60,0.00,32.31
6943,7.60,5.47,4.77,7.50,8.54,0.00,33.88
6944,7.60,5.38,4.74,7.50,8.30,0.00,33.52
6945,7.60,5.38,4.64,7.50,8.23,0.00,33.35
6946,6.40,5.38,4.50,7.50,8.25,0.00,32.02
6947,8.80,5.38,4.59,7.50,8.50,0.00,34.77
6948,8.00,5.38,4.67,7.50,8.42,0.00,33.97
6949,6.80,5.38,4.81,7.50,8.55,0.00,33.05
6950,7.60,5.38,4.74,7.50,8.60,0.00,33.83
6951,6.80,5.38,4.78,7.50,8.43,0.00,32.89
6952,6.00,5.38,4.77,7.50,8.57,0.00,32.22
6953,5.20,5.38,4.85,7.50,8.36,0.00,31.29
6954,4.40,5.38,4.94,7.50,8.56,0.00,30.77
6955,3.60,5.38,4.89,7.50,8.63,0.00,30.00
6956,3.60,5.38,4.81,7.50,8.64,0.00,29.93
6957,2.80,5.38,4.88,7.50,8.51,0.00,29.06
6958,4.40,5.38,4.96,7.50,8.54,0.00,30.78
6959,4.40,5.38,4.85,7.50,8.55,0.00,30.68
6960,5.60,5.38,4.85,7.50,8.66,0.00,31.99
6961,6.80,5.38,4.73,7.50,8.17,0.00,32.58
6962,7.60,5.38,4.85,7.50,8.17,0.00,33.50
6963,8.80,5.38,4.79,7.40,8.13,0.00,34.50
6964,10.00,5.38,4.69,7.40,8.23,0.00,35.70
6965,9.20,5.38,4.77,7.40,7.94,0.00,34.69
6966,9.60,5.28,4.64,7.40,7.86,0.00,34.78
6967,8.40,5.28,4.79,7.40,7.90,0.00,33.77
6968,6.00,5.19,4.96,7.40,7.80,0.00,31.35
6969,5.60,5.28,4.85,7.40,7.83,0.00,30.96
6970,5.60,5.28,4.76,7.40,7.78,0.00,30.82
6971,6.80,5.28,4.61,7.40,7.95,0.00,32.05
6972,6.80,5.20,4.88,7.40,7.82,0.00,32.10
6973,8.00,5.20,4.76,7.40,7.93,0.00,33.30
6974,8.00,5.20,4.64,7.40,7.97,0.00,33.21
6975,8.00,5.20,4.65,7.30,7.83,0.00,32.98
6976,6.80,5.20,4.76,7.30,7.82,0.00,31.89
6977,6.40,5.29,4.60,7.30,7.92,0.00,31.51
6978,4.40,5.29,4.65,7.30,8.00,0.00,29.64
6979,4.40,5.29,4.59,7.30,8.16,0.00,29.74
6980,4.40,5.16,4.48,7.30,8.27,0.00,29.61
6981,3.20,5.25,4.62,7.30,8.44,0.00,28.80
6982,5.20,5.25,4.64,7.20,8.64,0.00,30.93
6983,8.00,5.32,4.86,7.20,8.63,0.00,34.01
6984,8.00,5.32,4.90,7.20,8.87,0.00,34.29
6985,8.80,5.24,5.06,7.20,8.89,0.00,35.19
6986,8.80,5.37,5.00,7.20,8.88,0.00,35.25
6987,8.80,5.37,5.08,7.20,8.75,0.00,35.19
6988,8.00,5.28,4.94,7.20,8.77,0.00,34.19
6989,7.60,5.20,4.79,7.20,8.96,0.00,33.74
6990,6.00,5.12,4.66,7.20,8.84,0.00,31.82
6991,6.00,4.99,4.79,7.20,8.97,0.00,31.94
6992,5.60,5.11,4.41,7.20,9.00,0.00,31.32
6993,3.60,5.04,4.41,7.10,8.76,0.00,28.90
6994,3.20,5.04,4.48,7.10,8.70,0.00,28.52
6995,3.20,5.04,4.53,7.10,8.62,0.00,28.49
6996,3.60,5.04,4.50,7.10,8.64,0.00,28.88
6997,4.00,5.04,4.20,7.00,8.51,0.00,28.75
6998,4.80,5.04,4.20,7.00,8.63,0.00,29.66
6999,5.60,5.04,4.30,7.00,8.58,0.00,30.52
7000,6.00,5.04,4.24,7.00,8.70,0.00,30.98
7001,6.00,5.04,4.24,7.10,8.51,0.00,30.88
7002,3.60,5.13,4.31,7.10,8.38,0.00,28.52
7003,4.40,5.04,4.47,7.00,8.50,0.00,29.41
7004,5.20,5.04,4.53,7.00,8.44,0.00,30.22
7005,6.00,5.14,4.61,7.00,8.31,0.00,31.06
7006,6.00,5.14,4.69,7.00,8.12,0.00,30.96
7007,6.00,5.14,4.52,7.00,8.05,0.00,30.72
7008,5.20,5.14,4.50,7.00,8.02,0.00,29.87
7009,3.60,5.14,4.66,7.00,8.10,0.00,28.50
7010,4.00,5.14,4.77,7.00,7.98,0.00,28.89
7011,6.00,5.24,4.82,7.00,7.77,0.00,30.83
7012,6.00,5.24,4.84,7.00,7.86,0.00,30.95
7013,6.80,5.31,5.09,7.00,7.73,0.00,31.93
7014,7.20,5.31,5.11,7.00,7.77,0.00,32.40
7015,6.80,5.19,4.95,7.00,7.65,0.00,31.59
7016,5.20,5.19,4.75,7.00,7.71,0.00,29.85
7017,5.60,5.19,4.86,7.00,7.76,0.00,30.41
7018,4.40,5.19,4.74,7.00,7.92,0.00,29.26
7019,5.20,5.19,4.82,7.00,8.09,0.00,30.30
7020,4.00,5.19,4.69,7.00,8.10,0.00,28.98
7021,6.00,5.19,4.57,7.00,7.93,0.00,30.70
7022,6.80,5.19,4.71,7.00,7.94,0.00,31.64
7023,7.20,5.19,4.80,7.00,7.91,0.00,32.10
7024,6.40,5.19,4.87,7.00,7.87,0.00,31.33
7025,6.80,5.19,4.92,7.00,7.75,0.00,31.66
7026,4.40,5.19,4.79,7.00,7.78,0.00,29.16
7027,3.60,5.19,4.69,7.00,7.78,0.00,28.26
7028,2.80,5.19,4.71,7.00,8.03,0.00,27.73
7029,2.80,5.06,4.69,7.00,8.15,0.00,27.70
7030,3.20,5.13,4.71,6.90,8.16,0.00,28.10
7031,3.20,5.23,4.80,6.90,8.12,0.00,28.25
7032,3.60,5.23,4.64,6.90,8.01,0.00,28.38
7033,4.00,5.23,4.77,6.90,7.88,0.00,28.79
7034,3.60,5.23,4.91,6.90,7.94,0.00,28.58
7035,2.80,5.23,4.92,6.90,7.74,0.00,27.60
7036,3.60,5.23,4.97,6.90,8.03,0.00,28.74
7037,3.60,5.23,5.02,6.90,7.95,0.00,28.70
7038,3.60,5.23,5.07,6.90,7.90,0.00,28.70
7039,4.80,5.37,5.19,6.90,7.74,0.00,30.01
7040,5.20,5.37,5.23,6.90,7.82,0.00,30.52
7041,5.20,5.37,5.08,6.80,7.72,0.00,30.17
7042,6.00,5.37,5.22,6.80,8.06,0.00,31.45
7043,8.40,5.30,5.00,6.80,8.08,0.00,33.58
7044,7.60,5.30,5.05,6.80,7.95,0.00,32.70
7045,8.00,5.30,5.09,6.80,7.87,0.00,33.06
7046,6.40,5.30,5.25,6.80,7.90,0.00,31.66
7047,6.40,5.30,5.33,6.80,7.82,0.00,31.65
7048,4.40,5.30,5.33,6.80,7.93,0.00,29.76
7049,6.40,5.30,5.33,6.80,7.94,0.00,31.77
7050,7.20,5.30,5.27,6.80,7.80,0.00,32.37
7051,8.00,5.18,5.22,6.80,7.93,0.00,33.13
7052,8.80,5.29,5.09,6.80,8.07,0.00,34.05
7053,10.00,5.36,5.17,6.80,8.07,0.00,35.41
7054,8.00,5.36,5.12,6.80,8.17,0.00,33.45
7055,7.20,5.36,5.19,6.80,8.09,0.00,32.65
7056,7.60,5.36,5.31,6.80,7.82,0.00,32.90
7057,7.20,5.36,5.21,6.80,7.92,0.00,32.49
7058,6.40,5.36,5.12,6.80,7.87,0.00,31.55
7059,8.00,5.36,5.13,6.80,7.85,0.00,33.14
7060,7.20,5.36,5.13,6.80,8.02,0.00,32.51
7061,7.20,5.36,5.07,6.80,7.77,0.00,32.20
7062,7.60,5.44,4.90,6.80,7.76,0.00,32.51
7063,7.20,5.44,4.58,6.80,7.67,0.00,31.70
7064,5.60,5.44,4.69,6.80,7.91,0.00,30.44
7065,6.80,5.44,4.60,6.80,8.01,0.00,31.65
7066,6.40,5.35,4.61,6.80,7.76,0.00,30.92
7067,5.60,5.44,4.59,6.80,7.67,0.00,30.09
7068,6.40,5.44,4.39,6.80,7.61,0.00,30.64
7069,6.40,5.44,4.31,6.80,7.49,0.00,30.44
7070,5.20,5.43,4.19,6.70,7.61,0.00,29.13
7071,6.00,5.52,4.31,6.70,7.65,0.00,30.18
7072,6.00,5.40,4.22,6.70,7.57,0.00,29.88
7073,4.80,5.48,4.28,6.70,7.43,0.00,28.69
7074,4.40,5.48,4.18,6.70,7.39,0.00,28.14
7075,4.40,5.48,4.10,6.70,7.36,0.00,28.04
7076,3.60,5.48,4.08,6.70,7.40,0.00,27.26
7077,2.40,5.36,4.10,6.70,7.48,0.00,26.03
7078,3.20,5.30,4.12,6.70,7.54,0.00,26.87
7079,3.20,5.30,4.10,6.70,7.54,0.00,26.85
7080,3.60,5.30,4.27,6.70,7.52,0.00,27.39
7081,3.60,5.19,4.49,6.70,7.37,0.00,27.36
7082,4.40,5.19,4.51,6.70,7.30,0.00,28.11
7083,4.80,5.31,4.57,6.70,7.41,0.00,28.79
7084,6.40,5.38,4.54,6.70,7.34,0.00,30.36
7085,6.80,5.38,4.53,6.70,7.20,0.00,30.62
7086,6.00,5.46,4.46,6.70,7.43,0.00,30.05
7087,6.00,5.47,4.36,6.60,7.36,0.00,29.79
7088,5.60,5.47,4.31,6.60,7.40,0.00,29.38
7089,4.80,5.47,4.40,6.60,7.23,0.00,28.50
7090,4.80,5.47,4.49,6.60,7.20,0.00,28.56
7091,6.40,5.48,4.53,6.50,7.20,0.00,30.11
7092,6.80,5.48,4.41,6.50,7.32,0.00,30.50
7093,5.60,5.57,4.78,6.50,7.24,0.00,29.69
7094,6.00,5.57,4.96,6.50,7.33,0.00,30.36
7095,5.60,5.48,4.81,6.50,7.54,0.00,29.93
7096,4.80,5.48,4.88,6.50,7.43,0.00,29.10
7097,5.60,5.48,4.96,6.50,7.57,0.00,30.11
