[METADATA]
Parameter,Value
Total Population,155367
Total Simulation Days,1

[DEVICE_SUMMARY]
Device,TotalLitersConsumed,TotalUses
toilet,4050448.42,892956
shower,5854537.88,167885
wash_bassin,1855011.21,919179
wash_machine,2773152.00,19258
dish_washer,2992687.47,3862989
tanque,708924.69,178650

[PULSE_DATA]
horario_segundos,toilet,shower,wash_bassin,wash_machine,dish_washer,tanque,total
31442,18.27,38.07,10.55,15.90,11.15,9.80,103.74
31443,18.27,37.92,10.56,15.90,11.31,9.72,103.68
31444,18.31,38.22,10.51,15.90,11.17,9.94,104.05
31445,18.35,38.20,10.76,15.90,11.29,10.11,104.61
31446,18.61,38.06,10.62,15.90,11.61,10.07,104.87
31447,18.61,37.80,10.59,15.90,11.58,9.84,104.31
31448,18.65,37.80,10.61,15.90,11.55,9.80,104.31
31449,18.52,37.91,10.87,16.00,11.56,9.37,104.22
31450,18.52,37.41,10.89,16.00,11.78,9.79,104.39
31451,18.52,37.49,10.96,16.00,11.63,9.75,104.36
31452,18.23,37.72,10.88,15.90,11.36,9.68,103.77
31453,18.14,37.72,11.03,15.80,11.42,9.51,103.62
31454,18.27,37.60,10.74,15.80,11.44,9.24,103.09
31455,18.02,37.49,10.98,15.80,11.46,9.33,103.09
31456,18.14,37.50,11.02,15.80,11.61,9.49,103.56
31457,17.93,37.51,10.83,15.80,11.57,9.64,103.28
31458,17.93,37.37,10.94,15.80,11.64,10.13,103.81
31459,17.85,37.36,10.77,15.90,11.67,10.05,103.61
31460,17.81,37.36,10.91,15.90,11.68,10.15,103.81
31461,17.85,37.48,11.15,15.80,11.58,9.43,103.29
31462,18.02,37.89,10.94,15.80,11.79,9.44,103.87
31463,17.72,37.81,10.93,15.80,11.94,9.09,103.28
31464,17.68,37.81,10.81,15.80,12.25,8.87,103.22
31465,17.81,37.98,10.78,15.70,12.06,9.06,103.40
31466,17.77,37.96,10.67,15.70,12.05,9.10,103.25
31467,17.98,37.82,10.54,15.80,12.50,9.14,103.78
31468,17.81,37.73,10.38,15.90,12.49,8.69,103.01
31469,17.81,37.75,10.43,15.90,12.53,8.81,103.23
31470,17.81,37.75,10.70,16.10,12.72,9.33,104.41
31471,17.98,37.58,10.80,16.10,12.70,9.31,104.47
31472,18.06,37.86,10.88,16.10,12.61,9.26,104.76
31473,17.93,37.91,10.93,16.10,12.75,9.70,105.32
31474,17.77,37.86,11.07,16.10,12.83,9.50,105.13
31475,17.85,37.71,11.07,16.10,12.68,9.67,105.07
31476,17.93,37.61,10.96,16.10,12.50,9.83,104.93
31477,18.06,37.41,10.85,16.10,12.64,9.67,104.74
31478,17.89,37.29,10.75,16.00,12.63,9.53,104.10
31479,17.72,37.12,10.40,15.90,12.58,9.06,102.80
31480,17.68,37.20,10.12,15.90,12.88,9.17,102.96
31481,17.60,37.24,10.11,15.90,13.08,9.20,103.13
31482,17.60,37.21,10.01,15.90,13.02,9.39,103.12
31483,17.60,37.01,9.87,15.90,13.06,9.58,103.03
31484,17.39,36.89,9.81,15.80,12.75,9.50,102.14
31485,17.22,37.01,9.64,15.80,12.71,9.58,101.96
31486,17.43,37.01,9.68,15.90,12.55,9.51,102.08
31487,17.64,37.15,9.72,15.90,12.16,9.55,102.13
31488,17.68,37.05,9.71,15.90,12.26,9.74,102.34
31489,17.60,37.05,9.84,15.90,12.44,9.51,102.34
31490,17.35,37.27,9.78,16.00,12.23,9.63,102.26
31491,17.35,37.19,9.72,16.00,12.13,9.42,101.80
31492,17.26,37.33,9.81,16.00,12.15,9.69,102.24
31493,17.30,37.42,9.92,16.00,11.96,9.80,102.41
31494,17.47,37.25,9.63,16.00,12.09,9.95,102.39
31495,17.30,37.12,9.72,16.00,11.96,9.90,102.00
31496,17.39,37.26,9.76,16.00,11.98,10.14,102.53
31497,17.22,37.07,9.70,16.00,11.96,10.19,102.14
31498,17.26,37.34,9.77,16.00,12.00,10.03,102.40
31499,17.30,37.24,9.37,15.90,12.05,9.96,101.82
31500,17.18,37.39,9.23,15.90,11.64,9.76,101.10
31501,17.30,37.30,9.04,15.90,11.57,9.73,100.85
31502,17.35,37.22,9.12,15.90,11.40,10.24,101.23
31503,17.26,37.29,9.40,15.90,11.57,10.10,101.53
31504,17.18,37.20,9.48,15.90,11.49,10.17,101.42
31505,17.22,37.30,9.51,15.90,11.65,10.17,101.75
31506,16.97,37.23,9.49,15.90,11.60,10.45,101.63
31507,17.01,37.31,9.45,15.90,11.81,10.54,102.02
31508,17.22,37.35,9.20,15.80,11.64,10.23,101.44
31509,17.26,37.39,9.15,15.80,12.03,10.35,101.98
31510,17.22,37.39,9.14,15.80,11.84,10.53,101.93
31511,17.26,37.45,9.09,15.80,11.77,10.71,102.07
31512,17.26,37.25,9.09,15.80,11.95,10.72,102.08
31513,17.22,37.13,9.16,15.80,11.69,10.49,101.49
31514,17.14,37.12,9.11,15.80,11.86,9.90,100.93
31515,17.14,37.09,9.24,15.70,11.60,9.59,100.35
31516,17.01,36.91,9.12,15.70,11.64,10.15,100.52
31517,16.88,36.91,9.08,15.60,11.72,10.52,100.71
31518,16.84,36.96,9.26,15.60,11.71,11.32,101.70
31519,16.97,37.28,9.34,15.60,11.69,11.19,102.08
31520,16.93,37.16,9.24,15.60,11.67,10.95,101.54
31521,17.18,37.16,9.14,15.60,11.36,10.73,101.16
31522,17.22,37.17,8.97,15.60,11.30,10.74,100.99
31523,17.35,37.19,8.92,15.60,11.10,10.49,100.64
31524,17.26,37.44,8.76,15.50,10.92,10.49,100.38
31525,17.35,37.45,8.71,15.50,10.72,10.46,100.19
31526,17.39,37.38,8.71,15.50,10.65,10.41,100.03
31527,17.22,37.65,8.84,15.50,10.77,10.53,100.50
31528,17.26,37.67,8.58,15.50,10.65,10.94,100.60
31529,17.18,37.55,8.61,15.40,10.69,11.11,100.53
31530,17.35,37.38,8.66,15.40,10.72,11.14,100.65
31531,17.26,37.37,8.43,15.40,10.85,11.07,100.39
31532,17.14,37.30,8.56,15.40,11.00,10.88,100.28
31533,17.22,37.00,8.64,15.40,10.87,10.53,99.66
31534,17.18,37.17,8.81,15.40,10.74,10.53,99.83
31535,17.09,37.28,8.96,15.40,10.78,9.92,99.44
31536,17.30,37.30,8.87,15.40,10.69,9.88,99.45
31537,17.35,37.18,8.64,15.40,10.67,10.02,99.26
31538,17.35,37.28,8.76,15.50,10.58,9.76,99.23
31539,17.35,37.28,8.88,15.50,10.58,9.53,99.11
31540,17.56,37.28,8.81,15.50,10.46,9.57,99.19
31541,17.64,37.49,8.62,15.50,10.66,9.63,99.54
31542,17.39,37.72,8.76,15.50,10.62,9.79,99.77
31543,17.60,37.83,8.81,15.50,10.63,9.78,100.15
31544,17.72,37.64,8.76,15.60,10.67,10.12,100.51
31545,17.72,37.51,8.87,15.60,10.63,10.52,100.86
31546,17.60,37.30,8.98,15.60,10.78,10.30,100.56
31547,17.68,37.15,9.29,15.60,10.65,10.29,100.67
31548,17.64,37.10,9.01,15.60,10.47,10.13,99.96
31549,17.35,37.10,9.40,15.60,10.29,9.94,99.68
31550,17.14,37.41,9.28,15.60,10.32,10.12,99.87
31551,17.14,37.21,9.14,15.60,10.23,10.00,99.31
31552,17.05,37.03,9.11,15.70,10.49,9.97,99.35
31553,17.09,37.03,9.00,15.70,10.73,9.93,99.49
31554,17.01,37.03,9.32,15.70,10.75,10.03,99.84
31555,17.01,37.02,9.53,15.70,10.59,9.81,99.67
31556,17.01,36.96,9.59,15.70,10.45,9.52,99.24
31557,16.97,36.85,9.88,15.70,10.54,9.67,99.61
31558,16.97,36.64,10.08,15.70,10.53,9.70,99.62
31559,16.93,36.66,10.08,15.70,10.44,9.00,98.80
31560,16.93,36.64,9.93,15.70,10.40,8.79,98.39
31561,16.93,36.64,9.51,15.70,10.27,9.05,98.09
31562,16.93,36.73,9.66,15.70,10.25,9.14,98.40
31563,17.01,36.75,9.46,15.70,10.24,9.61,98.78
31564,17.09,36.90,9.39,15.60,10.37,10.17,99.53
31565,17.18,36.91,9.51,15.60,10.24,10.05,99.50
31566,17.35,36.92,9.71,15.60,10.08,9.93,99.59
31567,17.39,37.26,9.86,15.60,10.31,9.64,100.06
31568,17.39,37.06,9.78,15.60,10.42,9.77,100.02
31569,17.26,37.15,9.88,15.60,10.40,9.47,99.76
31570,17.18,37.48,9.56,15.70,10.41,9.02,99.35
31571,17.30,37.48,9.50,15.60,10.58,8.63,99.10
31572,17.39,37.40,9.55,15.60,10.57,8.48,98.99
31573,17.22,37.32,9.65,15.70,11.01,8.50,99.40
31574,17.43,37.21,9.44,15.70,11.03,8.20,99.02
31575,17.18,37.19,9.36,15.70,10.80,8.08,98.31
31576,17.18,37.20,9.74,15.70,11.07,7.92,98.80
31577,17.18,37.30,9.85,15.70,11.05,8.05,99.13
31578,17.18,37.12,9.82,15.70,11.33,8.26,99.41
31579,17.14,37.04,9.83,15.70,11.63,8.12,99.47
31580,16.97,37.04,9.73,15.70,11.58,8.22,99.24
31581,17.05,36.86,9.47,15.70,11.73,8.15,98.96
31582,17.22,36.70,9.42,15.70,11.73,8.14,98.91
31583,17.22,36.51,9.58,15.70,11.80,8.43,99.24
31584,17.22,36.58,9.56,15.70,11.62,8.56,99.24
31585,17.05,36.61,9.63,15.70,11.45,8.83,99.28
31586,17.22,36.72,9.61,15.70,11.39,8.64,99.28
31587,17.22,36.76,9.74,15.60,11.43,8.53,99.28
31588,17.22,36.68,9.67,15.60,11.36,8.71,99.25
31589,17.26,36.31,9.23,15.60,11.48,8.98,98.86
31590,17.22,36.59,9.08,15.60,11.72,8.84,99.05
31591,17.22,36.69,9.29,15.60,11.75,8.75,99.29
31592,17.22,36.52,9.20,15.60,11.96,8.43,98.92
31593,17.26,36.68,8.95,15.60,11.86,8.42,98.78
31594,17.22,36.48,8.86,15.60,11.88,8.42,98.46
31595,17.01,36.48,9.18,15.60,11.72,8.79,98.79
31596,17.05,36.32,9.06,15.60,11.74,8.26,98.03
31597,17.14,36.10,9.17,15.60,11.56,8.31,97.87
31598,17.18,36.09,9.45,15.60,11.49,8.03,97.84
31599,17.09,36.23,9.62,15.60,11.54,7.96,98.05
31600,17.14,36.23,9.67,15.70,11.47,8.14,98.35
31601,17.09,36.11,9.75,15.70,11.41,8.19,98.26
31602,16.88,35.95,9.62,15.70,11.40,8.36,97.91
31603,17.05,35.92,9.37,15.70,11.19,8.14,97.38
31604,17.05,35.92,9.50,15.70,11.11,8.17,97.44
31605,17.22,35.91,9.32,15.70,11.09,8.45,97.69
31606,17.30,35.74,9.40,15.70,11.18,8.57,97.89
31607,17.22,35.84,9.21,15.70,10.95,8.50,97.41
31608,17.39,36.03,8.91,15.70,11.06,8.31,97.40
31609,17.30,35.97,8.80,15.80,11.09,8.21,97.18
31610,17.35,35.97,8.79,15.80,11.31,8.02,97.23
31611,17.43,35.79,8.94,15.80,11.36,8.42,97.75
31612,17.47,35.72,8.87,15.80,11.49,8.46,97.80
31613,17.39,35.62,8.85,15.80,11.52,8.19,97.37
31614,17.51,35.36,9.06,15.80,11.59,8.26,97.59
31615,17.72,35.86,9.37,15.80,11.72,8.42,98.89
31616,17.81,35.67,9.16,15.80,11.64,8.34,98.41
31617,17.93,35.58,8.94,15.60,11.95,8.22,98.22
31618,18.02,35.73,8.98,15.50,12.19,8.47,98.89
31619,17.98,35.73,9.08,15.50,11.92,8.70,98.91
31620,17.98,35.45,9.10,15.50,11.84,8.59,98.46
31621,17.85,35.38,9.03,15.50,12.00,8.42,98.17
31622,17.89,35.36,9.06,15.40,12.02,8.44,98.17
31623,17.98,35.52,9.22,15.50,11.72,8.31,98.25
31624,17.98,35.43,9.32,15.50,11.87,8.31,98.41
31625,17.98,35.36,9.23,15.50,12.10,8.10,98.26
31626,18.23,35.43,9.18,15.30,12.10,8.10,98.35
31627,18.31,35.53,8.82,15.30,11.98,8.14,98.08
31628,18.40,35.47,8.63,15.30,11.86,8.58,98.24
31629,18.19,35.57,8.80,15.30,11.94,8.51,98.30
31630,18.14,35.51,8.82,15.40,11.61,8.52,98.00
31631,18.06,35.45,8.87,15.30,12.01,8.57,98.26
31632,18.27,35.41,9.18,15.20,12.06,8.78,98.90
31633,18.27,35.41,9.07,15.20,12.22,8.47,98.63
31634,18.35,35.44,9.01,15.20,12.44,8.87,99.32
31635,18.31,35.44,8.82,15.20,12.58,9.16,99.52
31636,18.27,35.07,8.83,15.20,12.40,9.20,98.97
31637,18.27,34.98,8.91,15.20,12.07,9.20,98.62
31638,18.23,34.91,9.15,15.20,12.15,8.86,98.50
31639,18.23,34.91,9.25,15.20,12.22,8.94,98.75
31640,18.23,34.97,9.02,15.10,12.48,8.69,98.48
31641,18.19,34.94,9.14,15.10,12.31,8.98,98.67
31642,18.10,34.80,9.25,15.10,12.36,8.94,98.55
31643,18.27,35.06,9.13,15.20,12.17,9.00,98.83
31644,18.19,35.08,9.27,15.10,11.99,9.01,98.64
31645,18.02,35.02,9.03,15.00,11.92,9.02,98.00
31646,17.89,35.02,9.22,15.00,11.87,9.19,98.19
31647,17.85,35.08,9.20,15.00,11.60,9.12,97.85
31648,17.77,34.83,9.64,15.00,11.29,8.98,97.51
31649,17.56,34.83,9.34,15.00,11.23,9.02,96.98
31650,17.51,34.64,8.97,15.00,11.40,8.98,96.50
31651,17.43,34.62,8.90,15.00,11.40,8.90,96.25
31652,17.35,34.67,8.81,15.00,11.29,9.13,96.24
31653,17.35,34.70,9.23,15.00,11.10,9.12,96.49
31654,17.35,34.57,9.30,15.00,11.23,8.85,96.30
31655,17.30,34.45,9.22,15.00,11.32,8.61,95.90
31656,17.35,34.60,9.07,15.00,11.71,8.46,96.19
31657,17.51,34.49,9.03,15.00,11.52,8.67,96.22
31658,17.72,34.49,9.10,15.00,11.56,8.76,96.63
31659,17.77,34.30,9.29,15.00,11.81,8.53,96.70
31660,17.81,34.63,9.14,15.00,11.70,8.78,97.06
31661,17.72,34.78,9.19,15.00,11.72,8.69,97.11
31662,17.72,34.85,9.40,14.90,11.48,8.91,97.27
31663,17.56,34.78,9.28,14.90,11.37,8.65,96.53
31664,17.51,34.61,9.14,14.70,11.24,8.76,95.96
31665,17.64,34.80,9.21,14.70,11.28,8.71,96.34
31666,17.64,34.73,9.29,14.70,11.21,8.57,96.14
31667,17.64,34.81,9.17,14.70,11.26,8.55,96.13
31668,17.93,34.60,9.24,14.80,11.26,8.87,96.69
31669,17.93,34.55,9.21,14.80,11.33,9.15,96.97
31670,17.77,34.46,8.96,14.80,11.13,8.82,95.93
31671,17.72,34.57,9.16,14.80,11.19,9.20,96.64
31672,17.60,34.57,8.86,14.80,11.02,9.10,95.95
31673,17.47,34.67,8.84,14.90,11.08,8.95,95.92
31674,17.30,34.80,8.69,14.90,11.11,8.91,95.72
31675,17.22,34.88,8.89,14.90,11.00,9.19,96.08
31676,17.18,34.74,8.82,14.90,11.26,9.02,95.91
31677,17.22,34.68,8.81,14.90,11.24,9.05,95.90
31678,17.18,34.39,9.02,14.90,11.02,9.36,95.88
31679,17.35,34.28,8.87,14.80,10.88,9.05,95.22
31680,17.26,34.48,8.86,14.80,10.87,8.93,95.20
31681,17.35,34.45,8.88,14.80,10.82,8.95,95.25
31682,17.14,34.37,8.86,14.80,10.97,8.80,94.94
31683,17.22,34.26,8.85,14.80,11.10,8.67,94.89
31684,17.14,34.47,8.89,14.80,11.02,8.58,94.90
31685,17.14,34.57,8.71,14.80,11.06,7.96,94.24
31686,17.05,34.56,8.76,14.80,11.07,7.67,93.91
31687,16.93,34.40,8.69,14.80,10.98,7.60,93.39
31688,16.84,34.28,8.47,14.80,10.95,7.31,92.66
31689,16.80,34.18,8.31,14.80,10.58,7.39,92.06
31690,16.55,34.25,8.51,14.80,10.80,7.39,92.30
31691,16.46,34.32,8.70,14.80,10.91,7.57,92.77
31692,16.38,34.38,8.66,14.80,11.08,7.58,92.89
31693,16.38,34.42,8.43,14.80,11.00,7.58,92.62
31694,16.30,34.42,8.27,14.80,10.93,7.61,92.32
31695,16.25,34.52,8.42,14.80,11.10,7.87,92.97
31696,16.30,34.52,8.31,14.80,10.90,8.03,92.87
31697,16.21,34.48,8.11,14.70,10.61,8.03,92.14
31698,16.30,34.36,7.92,14.70,10.74,8.59,92.61
31699,16.34,34.18,7.97,14.70,10.75,8.65,92.59
31700,16.51,34.49,7.82,14.60,10.58,8.61,92.60
31701,16.42,34.43,7.74,14.60,10.55,8.29,92.03
31702,16.21,34.50,7.58,14.60,10.47,8.29,91.66
31703,16.17,34.79,7.63,14.60,10.34,8.52,92.05
31704,16.17,34.69,7.64,14.50,10.28,8.62,91.91
31705,16.09,34.61,7.75,14.50,10.21,8.18,91.34
31706,16.09,34.61,7.77,14.40,10.15,7.64,90.66
31707,16.04,34.73,7.63,14.40,9.90,7.78,90.48
31708,16.13,34.81,7.76,14.30,9.88,7.81,90.69
31709,16.13,34.81,7.88,14.30,9.79,8.12,91.03
31710,16.25,34.71,8.03,14.30,9.74,8.17,91.21
31711,16.38,34.81,8.07,14.30,9.59,7.77,90.92
31712,16.25,35.02,8.23,14.30,9.66,7.92,91.39
31713,16.04,34.83,8.31,14.30,9.57,8.16,91.22
31714,16.09,34.94,8.21,14.30,9.47,8.17,91.17
31715,15.96,34.94,8.19,14.30,9.28,8.54,91.21
31716,15.92,34.87,8.33,14.40,9.53,8.74,91.79
31717,15.96,34.80,8.04,14.40,9.57,8.66,91.44
31718,15.92,35.08,8.13,14.40,9.50,8.32,91.35
31719,15.88,35.08,8.37,14.40,9.63,8.25,91.61
31720,15.75,35.18,8.24,14.40,9.87,8.42,91.86
31721,15.67,35.20,8.18,14.50,9.97,8.32,91.84
31722,15.67,35.15,8.05,14.50,9.86,8.16,91.40
31723,15.50,35.21,8.06,14.40,9.78,8.43,91.38
31724,15.37,35.05,7.85,14.40,9.51,8.47,90.65
31725,15.08,35.31,7.63,14.40,9.70,8.14,90.25
31726,15.04,35.31,7.73,14.40,9.81,7.57,89.86
31727,15.08,35.57,7.82,14.40,10.06,7.91,90.84
31728,15.20,35.71,7.66,14.50,10.06,7.62,90.76
31729,15.12,35.72,7.62,14.50,10.32,7.54,90.81
31730,15.20,35.75,7.60,14.50,10.27,7.72,91.04
31731,15.12,35.79,7.43,14.50,10.33,7.64,90.81
31732,15.25,35.40,7.68,14.50,10.27,8.10,91.19
31733,15.29,35.28,7.78,14.50,10.52,8.38,91.74
31734,15.12,35.07,7.83,14.50,10.58,8.48,91.58
31735,15.08,35.33,7.94,14.60,10.52,8.39,91.85
31736,15.12,35.45,7.96,14.70,10.66,8.35,92.24
31737,15.08,35.41,8.07,14.70,10.58,8.55,92.38
31738,15.08,35.49,8.11,14.70,10.48,8.45,92.31
31739,15.08,35.30,7.96,14.70,10.66,8.65,92.35
31740,14.91,35.19,8.11,14.70,10.62,8.55,92.08
31741,14.87,35.39,8.41,14.70,10.57,8.47,92.41
31742,14.66,35.35,8.61,14.70,10.64,8.54,92.49
31743,14.66,35.34,8.42,14.70,10.50,8.59,92.21
31744,14.74,35.34,8.41,14.70,10.37,8.71,92.27
31745,14.83,35.23,8.42,14.80,10.34,8.28,91.90
31746,14.87,35.42,8.23,14.80,10.33,8.24,91.87
31747,14.95,35.42,8.19,14.80,10.30,8.07,91.72
31748,14.91,35.42,7.72,14.80,10.45,8.12,91.42
31749,14.78,35.42,7.94,14.80,10.44,8.34,91.73
31750,14.70,35.32,7.91,14.70,10.56,8.75,91.94
31751,14.57,35.45,7.75,14.70,10.30,8.61,91.38
31752,14.57,35.59,7.92,14.70,10.26,8.71,91.76
31753,14.57,35.66,8.13,14.70,10.42,9.15,92.63
31754,14.70,35.35,8.28,14.70,10.38,9.30,92.71
31755,14.78,35.44,8.29,14.70,10.29,9.55,93.06
31756,14.70,35.40,8.17,14.70,10.35,9.92,93.24
31757,14.70,35.30,8.14,14.70,10.29,10.15,93.28
31758,14.78,35.30,8.28,14.70,10.36,9.98,93.40
31759,14.74,35.18,8.36,14.70,10.41,10.19,93.58
31760,14.70,34.97,8.71,14.70,10.38,10.09,93.54
31761,14.57,35.02,8.67,14.70,10.51,9.94,93.41
31762,14.62,35.14,8.98,14.60,10.80,9.79,93.93
31763,14.62,35.24,8.80,14.60,10.58,9.81,93.65
31764,14.70,35.16,8.84,14.60,10.84,9.99,94.13
31765,14.70,35.37,8.98,14.60,10.86,10.12,94.63
31766,14.66,35.37,8.93,14.60,10.91,9.99,94.45
31767,14.57,35.26,8.92,14.50,11.14,9.70,94.10
31768,14.57,35.09,9.01,14.50,11.17,9.79,94.13
31769,14.66,34.97,9.04,14.50,11.11,9.47,93.74
31770,14.70,34.96,9.69,14.50,11.35,9.41,94.62
31771,14.87,35.08,9.69,14.60,11.51,9.46,95.20
31772,14.91,34.83,9.48,14.70,11.75,9.59,95.26
31773,14.74,34.77,9.61,14.70,11.58,9.50,94.90
31774,14.74,34.77,9.55,14.70,11.52,8.98,94.27
31775,14.78,35.01,9.63,14.70,11.63,9.18,94.94
31776,14.57,35.10,9.40,14.70,11.62,9.25,94.65
31777,14.45,34.71,9.48,14.70,11.63,9.62,94.59
31778,14.66,34.82,9.49,14.70,11.60,9.47,94.73
31779,14.70,34.65,9.69,14.70,11.75,9.60,95.08
31780,14.74,34.57,9.93,14.70,11.29,9.15,94.38
31781,14.83,34.64,10.01,14.80,11.09,9.22,94.59
31782,14.74,34.55,10.04,14.80,11.21,9.03,94.37
31783,14.78,34.47,9.86,14.80,11.05,8.72,93.69
31784,14.74,34.42,9.95,14.80,10.91,9.01,93.83
31785,14.66,34.35,9.82,14.60,11.15,9.19,93.76
31786,14.78,34.25,9.89,14.60,10.86,9.36,93.75
31787,14.57,34.47,10.01,14.60,10.97,9.44,94.07
31788,14.62,34.47,10.11,14.70,10.96,9.37,94.23
31789,14.62,34.29,10.10,14.70,10.98,8.93,93.60
31790,14.57,34.09,10.05,14.70,11.11,9.16,93.68
31791,14.49,34.14,9.87,14.70,11.11,9.06,93.38
31792,14.66,34.21,9.56,14.60,10.97,9.11,93.10
31793,14.57,34.02,9.56,14.60,10.78,9.17,92.72
31794,14.70,34.13,9.71,14.60,10.62,9.07,92.83
31795,14.83,34.19,9.73,14.60,10.74,9.24,93.32
31796,15.08,34.19,9.78,14.60,10.55,9.24,93.44
31797,15.12,34.24,9.78,14.70,10.54,9.38,93.76
31798,15.25,34.15,9.83,14.70,10.48,9.65,94.06
31799,15.33,34.21,9.76,14.70,10.77,9.74,94.52
31800,15.41,34.28,9.71,14.80,10.89,10.13,95.22
31801,15.41,33.96,9.71,14.90,10.97,10.13,95.09
31802,15.54,33.94,9.88,14.90,10.97,10.24,95.48
31803,15.58,33.83,9.79,14.90,10.86,10.27,95.24
31804,15.54,33.65,9.57,14.90,11.34,10.16,95.16
31805,15.67,33.55,9.52,14.90,11.46,10.38,95.48
31806,15.67,33.22,9.41,14.90,11.31,10.36,94.88
31807,15.58,33.22,9.35,14.90,11.41,9.82,94.28
31808,15.50,33.33,9.34,14.90,11.21,9.88,94.15
31809,15.50,33.41,9.32,14.90,11.12,10.18,94.44
31810,15.71,33.36,9.05,15.00,11.16,9.97,94.25
31811,15.71,33.29,9.24,15.00,11.18,9.72,94.14
31812,15.71,33.70,9.04,15.00,10.91,9.73,94.10
31813,15.88,33.61,8.97,15.00,10.69,9.94,94.09
31814,15.96,33.72,8.90,15.00,10.70,10.22,94.51
31815,16.13,33.62,8.94,15.00,10.75,10.08,94.52
31816,16.00,33.62,8.91,15.00,10.82,10.31,94.67
31817,16.09,33.52,8.95,15.00,10.79,10.81,95.16
31818,15.92,33.36,8.95,15.00,10.69,10.85,94.77
31819,15.83,33.32,9.18,15.00,10.82,10.85,95.01
31820,15.79,33.35,9.34,15.00,10.87,10.68,95.03
31821,16.04,33.15,9.38,15.10,10.96,10.71,95.34
31822,16.04,33.06,9.27,15.00,10.64,10.79,94.81
31823,16.17,33.07,9.42,15.00,10.68,10.67,95.00
31824,16.13,33.07,9.64,15.00,10.60,10.53,94.97
31825,16.17,32.98,9.44,15.00,10.58,10.49,94.66
31826,16.13,33.08,9.48,15.00,10.60,10.22,94.51
31827,16.13,33.08,9.50,15.00,10.70,9.95,94.36
31828,16.17,33.01,9.43,15.00,10.78,9.70,94.08
31829,16.17,33.12,9.35,15.00,10.56,9.45,93.65
31830,16.21,33.14,9.25,15.00,10.52,9.41,93.54
31831,16.25,33.06,9.37,15.00,10.55,9.28,93.51
31832,16.38,32.85,9.59,15.00,10.53,9.43,93.77
31833,16.46,32.85,9.54,15.00,10.42,9.16,93.44
31834,16.59,32.82,9.41,15.00,10.31,8.77,92.90
31835,16.63,32.56,9.29,15.00,10.16,8.38,92.02
31836,16.72,32.56,9.39,15.00,10.18,8.48,92.32
31837,16.84,32.48,9.33,14.90,10.32,8.44,92.31
31838,16.72,32.48,9.43,14.90,10.32,8.51,92.36
31839,16.67,32.25,9.49,14.90,10.30,8.49,92.11
31840,16.67,32.33,9.38,15.00,10.08,8.49,91.95
31841,16.80,32.33,9.25,15.00,9.95,8.25,91.57
31842,16.76,32.43,9.24,15.00,10.15,8.21,91.79
31843,16.76,32.33,9.03,15.00,10.08,8.27,91.47
31844,16.80,32.52,9.08,15.00,10.28,8.58,92.26
31845,16.76,32.52,9.23,15.00,10.44,8.31,92.25
31846,16.76,32.69,9.22,15.00,10.35,8.24,92.27
31847,16.72,32.47,9.31,15.10,10.23,8.53,92.36
31848,16.80,32.27,9.20,15.10,9.99,8.37,91.73
31849,16.84,32.14,9.33,15.10,10.01,8.19,91.61
31850,17.05,32.07,9.33,15.10,10.06,8.33,91.93
31851,17.35,31.96,9.07,15.10,10.07,8.14,91.69
31852,17.30,32.05,9.01,15.10,10.12,7.98,91.57
31853,17.30,32.05,9.11,15.10,10.11,8.18,91.86
31854,17.35,31.91,9.29,15.10,10.06,7.84,91.56
31855,17.30,32.16,9.39,15.10,10.15,8.27,92.36
31856,17.43,32.31,9.42,15.10,10.28,8.42,92.97
31857,17.51,32.31,9.60,15.20,10.18,8.30,93.11
31858,17.56,32.23,9.61,15.20,10.18,8.50,93.28
31859,17.56,32.13,9.83,15.20,10.33,8.52,93.55
31860,17.43,32.10,9.61,15.10,10.18,8.21,92.63
31861,17.43,32.21,9.87,15.00,9.89,8.05,92.45
31862,17.30,32.47,9.75,15.00,10.10,8.02,92.64
31863,17.18,32.47,9.57,15.00,10.24,8.00,92.45
31864,17.05,32.45,9.60,15.00,9.87,7.68,91.66
31865,17.26,32.37,9.46,15.00,10.05,7.67,91.81
31866,17.35,32.49,9.53,15.00,10.20,7.76,92.33
31867,17.43,32.43,9.59,15.00,9.92,7.61,91.98
31868,17.43,32.37,9.35,14.90,9.97,7.45,91.46
31869,17.47,32.29,9.09,14.90,10.05,7.55,91.35
31870,17.43,32.20,8.99,14.90,10.12,7.18,90.83
31871,17.39,32.12,8.88,14.90,9.96,7.12,90.36
31872,17.22,32.22,8.98,14.90,9.72,7.30,90.33
31873,16.97,32.20,8.88,14.90,9.66,7.64,90.26
31874,16.93,32.27,8.85,14.90,9.66,7.86,90.47
31875,17.09,32.41,9.00,14.90,9.55,7.84,90.80
31876,17.05,32.39,8.95,14.90,9.46,8.22,90.97
31877,16.88,32.52,9.07,14.90,9.31,8.13,90.82
31878,16.84,32.66,9.26,14.90,9.42,8.13,91.21
31879,16.88,32.77,9.52,14.90,9.25,8.12,91.45
31880,16.88,33.24,9.36,14.90,9.38,8.25,92.02
31881,16.97,33.36,9.35,14.90,9.72,8.01,92.30
31882,16.84,33.36,9.41,14.90,9.79,7.93,92.24
31883,16.76,33.36,9.31,14.90,9.85,7.88,92.06
31884,16.84,33.46,9.36,14.90,9.74,7.94,92.25
31885,16.88,33.47,9.67,14.90,9.68,8.02,92.63
31886,16.80,33.49,9.70,14.90,9.64,7.63,92.16
