[METADATA]
Parameter,Value
Total Population,155367
Total Simulation Days,1

[DEVICE_SUMMARY]
Device,TotalLitersConsumed,TotalUses
toilet,4050448.42,892956
shower,5854537.88,167885
wash_bassin,1855011.21,919179
wash_machine,2773152.00,19258
dish_washer,2992687.47,3862989
tanque,708924.69,178650

[PULSE_DATA]
horario_segundos,toilet,shower,wash_bassin,wash_machine,dish_washer,tanque,total
28004,74.63,218.23,50.65,55.40,36.29,27.08,462.29
28005,74.38,218.68,50.64,55.40,36.46,27.64,463.20
28006,74.55,218.30,50.42,55.40,36.36,27.21,462.24
28007,74.63,218.39,50.93,55.40,36.38,26.91,462.66
28008,75.01,218.30,51.62,55.40,36.73,26.54,463.60
28009,75.39,218.09,51.66,55.50,36.65,26.55,463.84
28010,75.26,217.86,52.21,55.40,36.74,27.04,464.52
28011,75.01,217.47,52.20,55.40,36.58,27.29,463.95
28012,75.14,217.46,52.66,55.40,36.99,27.63,465.28
28013,74.76,217.40,53.00,55.40,36.75,27.50,464.81
28014,74.84,217.32,52.47,55.50,37.29,27.75,465.17
28015,74.30,217.27,51.96,55.60,37.14,27.64,463.91
28016,74.30,217.61,52.09,55.70,37.78,27.58,465.07
28017,74.47,217.95,51.77,55.60,37.72,28.05,465.55
28018,74.17,217.86,52.22,55.50,37.83,28.31,465.89
28019,73.84,217.82,52.58,55.50,37.62,28.98,466.35
28020,73.71,217.97,52.74,55.30,38.29,29.14,467.15
28021,74.00,218.00,51.85,55.20,38.45,29.04,466.55
28022,74.21,218.49,51.50,55.20,38.19,28.62,466.21
28023,74.17,218.23,50.88,55.20,38.52,28.74,465.74
28024,74.55,218.12,50.91,55.30,38.83,28.89,466.60
28025,74.68,218.19,51.15,55.30,38.70,29.27,467.29
28026,75.18,217.94,49.88,55.20,39.09,29.13,466.41
28027,75.14,217.84,50.20,55.10,39.12,29.05,466.46
28028,75.14,217.72,49.63,55.20,39.17,29.31,466.17
28029,74.93,217.46,49.35,55.20,39.23,28.56,464.72
28030,74.72,217.21,48.77,55.20,38.95,28.43,463.28
28031,74.63,216.90,48.13,55.20,39.09,28.28,462.24
28032,74.42,216.83,48.14,55.20,38.63,28.40,461.63
28033,74.13,216.07,48.17,55.10,38.45,28.73,460.65
28034,74.13,215.32,48.31,55.20,38.30,29.37,460.62
28035,73.67,215.30,47.88,55.20,38.38,29.13,459.56
28036,73.79,214.86,47.99,55.10,38.66,28.56,458.96
28037,73.84,214.97,48.43,54.90,38.59,28.56,459.28
28038,73.84,214.88,48.68,54.90,38.17,28.12,458.59
28039,73.79,215.02,48.50,55.00,38.03,27.63,457.97
28040,73.92,215.29,48.83,54.80,38.03,27.89,458.76
28041,73.75,215.54,49.21,54.80,38.42,28.22,459.95
28042,73.84,215.58,49.32,54.80,38.27,28.19,460.00
28043,73.96,214.84,49.40,54.60,38.25,28.24,459.30
28044,73.92,215.12,50.16,54.40,38.33,28.46,460.39
28045,73.88,214.88,49.64,54.30,38.38,28.06,459.14
28046,74.17,214.69,49.01,54.30,38.16,28.17,458.50
28047,74.34,214.48,49.12,54.30,38.12,27.31,457.67
28048,73.79,214.41,48.96,54.30,37.63,26.78,455.88
28049,73.71,214.50,48.87,54.30,37.67,26.82,455.87
28050,73.50,214.51,48.30,54.30,37.65,27.03,455.28
28051,73.75,214.77,47.88,54.20,36.76,27.04,454.41
28052,73.58,214.59,48.60,54.20,37.09,26.73,454.79
28053,73.71,214.94,48.39,54.40,37.06,26.30,454.79
28054,73.88,214.88,48.50,54.40,36.62,25.96,454.24
28055,74.47,214.67,48.90,54.40,36.40,26.04,454.88
28056,74.59,214.31,49.17,54.40,36.75,26.03,455.25
28057,74.68,214.22,48.76,54.50,37.06,26.46,455.69
28058,75.10,214.24,48.74,54.50,37.54,26.55,456.67
28059,74.63,214.17,48.81,54.50,36.94,27.10,456.14
28060,74.89,214.30,48.67,54.50,36.83,27.13,456.32
28061,74.59,214.18,48.67,54.60,36.87,27.20,456.11
28062,74.30,214.01,48.30,54.30,36.92,27.05,454.88
28063,74.80,213.76,48.70,54.30,36.87,27.37,455.81
28064,75.05,213.89,48.40,54.30,36.57,27.12,455.33
28065,74.76,213.70,48.24,54.30,36.45,27.21,454.65
28066,74.68,213.43,47.11,54.50,36.20,27.77,453.69
28067,74.68,213.60,47.23,54.50,36.11,26.78,452.89
28068,74.47,214.00,47.20,54.50,36.10,26.60,452.86
28069,74.34,213.58,47.02,54.50,35.80,26.79,452.04
28070,74.09,213.85,47.25,54.40,35.92,26.68,452.18
28071,74.38,213.52,46.87,54.30,36.21,27.00,452.28
28072,74.59,213.90,46.86,54.20,36.02,27.16,452.73
28073,74.72,213.52,47.31,54.30,36.38,27.11,453.33
28074,74.76,213.93,47.47,54.20,36.51,26.90,453.76
28075,74.47,213.36,47.63,54.10,36.55,26.77,452.88
28076,74.72,213.56,47.69,54.10,36.21,26.10,452.38
28077,74.42,213.45,48.10,54.10,36.41,25.83,452.31
28078,74.34,213.33,48.15,54.20,36.47,25.93,452.42
28079,74.26,213.40,47.90,54.10,36.62,25.70,451.98
28080,74.34,213.49,47.78,54.20,36.75,26.04,452.60
28081,73.92,213.31,47.77,54.10,36.68,25.97,451.76
28082,74.30,213.11,46.86,54.10,36.41,26.28,451.05
28083,74.21,212.67,46.79,54.10,35.99,26.46,450.23
28084,74.26,212.99,46.45,54.10,35.71,26.58,450.08
28085,74.42,212.85,46.65,54.10,36.02,26.15,450.19
28086,74.21,212.56,47.34,54.00,36.09,26.24,450.44
28087,74.30,212.26,47.21,53.90,36.20,26.92,450.78
28088,74.34,212.29,47.62,53.70,36.39,27.03,451.37
28089,74.17,212.07,47.90,53.70,36.37,27.26,451.48
28090,73.79,211.63,48.53,53.70,36.16,27.00,450.82
28091,73.63,211.23,48.90,53.50,36.06,27.18,450.50
28092,73.50,210.81,48.43,53.60,35.75,26.92,449.02
28093,73.16,211.03,48.70,53.70,35.90,26.96,449.47
28094,72.83,211.13,47.77,53.60,36.43,27.39,449.16
28095,72.58,211.07,47.68,53.60,36.36,27.14,448.43
28096,72.37,210.77,47.82,53.50,36.71,27.14,448.31
28097,72.32,211.18,48.20,53.70,36.72,26.61,448.73
28098,71.99,211.05,48.92,53.70,36.65,26.13,448.43
28099,71.74,211.01,49.26,53.70,36.39,26.35,448.45
28100,71.78,210.01,49.50,53.80,37.00,26.45,448.54
28101,71.69,209.48,49.85,53.90,37.22,26.22,448.36
28102,71.57,209.40,49.78,53.80,37.26,26.39,448.19
28103,71.44,209.03,49.60,53.80,36.91,25.92,446.71
28104,71.65,208.64,49.34,53.80,36.72,26.07,446.22
28105,71.53,208.18,50.16,53.80,36.64,26.70,447.00
28106,71.90,207.77,49.99,53.80,36.94,27.01,447.41
28107,71.74,207.33,49.85,53.80,37.11,27.09,446.91
28108,71.53,207.34,49.47,53.80,36.86,27.10,446.09
28109,71.53,207.36,49.00,53.80,36.65,26.84,445.17
28110,71.48,207.14,49.46,53.80,36.70,26.83,445.41
28111,71.11,207.17,49.02,53.80,36.40,26.66,444.15
28112,71.15,206.80,49.25,53.80,36.15,26.71,443.85
28113,71.48,206.75,49.37,53.80,36.59,27.07,445.06
28114,71.74,205.75,50.18,53.70,37.06,26.93,445.35
28115,71.44,205.98,50.28,53.70,36.98,26.81,445.18
28116,71.27,206.15,50.43,53.80,36.77,27.46,445.89
28117,71.11,205.39,50.57,53.80,36.81,27.85,445.54
28118,71.06,205.14,50.37,53.80,37.18,28.08,445.64
28119,70.85,204.65,50.17,53.80,36.96,28.17,444.61
28120,70.81,204.22,51.13,53.90,36.74,27.83,444.64
28121,70.90,204.06,50.66,53.80,36.79,27.60,443.81
28122,70.73,203.56,50.43,53.80,36.74,27.40,442.67
28123,70.43,203.41,50.21,53.80,36.75,27.68,442.28
28124,70.31,203.27,50.81,53.70,36.20,27.78,442.07
28125,70.06,203.65,50.70,53.70,35.60,26.83,440.54
28126,70.18,203.71,50.82,53.70,36.18,27.14,441.73
28127,70.60,203.64,50.44,53.70,36.17,27.41,441.96
28128,71.11,203.71,50.34,53.70,36.25,27.19,442.30
28129,71.15,203.94,50.91,53.70,35.95,27.57,443.21
28130,70.64,203.64,50.82,53.70,35.94,28.34,443.09
28131,70.69,203.64,50.70,53.80,35.53,28.18,442.53
28132,70.18,203.17,51.16,53.80,35.11,28.12,441.55
28133,70.14,203.30,51.64,53.70,34.99,28.60,442.36
28134,69.51,203.05,51.38,53.70,34.68,28.06,440.38
28135,69.43,203.10,50.87,53.70,34.38,28.29,439.77
28136,69.22,203.16,50.34,53.60,34.07,28.00,438.39
28137,69.26,202.61,49.92,53.60,34.16,27.89,437.43
28138,69.26,202.93,49.44,53.60,34.53,27.92,437.68
28139,69.05,202.30,49.03,53.60,34.67,27.67,436.32
28140,69.17,202.14,48.66,53.50,34.12,26.78,434.38
28141,69.09,201.80,49.44,53.60,34.34,27.05,435.32
28142,68.75,202.03,49.48,53.50,34.42,27.23,435.42
28143,69.09,201.80,49.50,53.60,34.55,27.15,435.69
28144,68.92,201.48,49.31,53.50,33.89,27.46,434.57
28145,68.92,201.04,49.21,53.60,34.23,27.40,434.40
28146,69.01,200.83,49.05,53.70,34.28,27.45,434.31
28147,68.96,200.95,49.31,53.60,33.99,27.27,434.08
28148,68.75,201.31,49.38,53.70,33.85,27.29,434.29
28149,68.63,201.17,49.33,53.70,33.96,26.84,433.62
28150,68.59,200.88,49.40,53.70,34.03,26.67,433.27
28151,68.46,201.19,49.37,53.70,34.13,27.32,434.17
28152,68.25,200.53,49.83,53.70,34.12,27.09,433.52
28153,68.21,200.36,49.74,53.70,34.15,27.38,433.54
28154,67.79,200.53,50.06,53.70,34.73,27.43,434.24
28155,67.66,200.33,50.49,53.70,34.61,28.13,434.93
28156,68.25,200.25,50.73,53.50,34.62,28.77,436.13
28157,68.42,199.61,50.71,53.50,34.89,29.98,437.11
28158,68.54,199.31,50.69,53.60,34.98,29.13,436.26
28159,68.46,198.61,50.47,53.70,34.19,29.03,434.45
28160,68.75,199.11,50.45,53.70,34.50,28.98,435.49
28161,68.71,198.83,50.16,53.80,33.98,28.90,434.38
28162,68.71,198.71,50.60,53.80,34.24,29.29,435.35
28163,68.12,198.77,50.06,53.80,34.58,29.23,434.57
28164,68.29,199.53,49.91,53.80,34.46,29.02,435.02
28165,67.83,199.30,48.89,53.70,34.24,29.11,433.07
28166,67.83,198.92,48.84,53.70,34.42,28.51,432.22
28167,68.17,198.54,48.67,53.60,34.52,28.73,432.23
28168,67.96,198.35,48.43,53.60,34.86,29.69,432.89
28169,68.21,198.55,48.04,53.60,34.93,29.40,432.73
28170,68.29,198.56,47.91,53.70,35.06,29.85,433.38
28171,68.50,198.84,48.64,53.70,35.25,29.92,434.84
28172,68.38,198.35,48.20,53.70,35.61,30.26,434.49
28173,68.21,198.72,47.91,53.50,35.64,30.53,434.49
28174,68.00,199.02,48.17,53.50,35.46,31.34,435.50
28175,67.91,199.29,48.66,53.50,34.92,31.31,435.59
28176,68.00,199.16,48.41,53.50,34.89,30.66,434.61
28177,67.87,199.38,48.17,53.50,34.42,30.76,434.11
28178,68.00,198.70,48.07,53.40,34.70,31.26,434.12
28179,68.08,198.66,47.93,53.70,34.67,31.18,434.23
28180,67.91,198.13,47.63,53.70,34.67,31.09,433.13
28181,67.49,197.99,47.30,53.70,34.86,31.22,432.57
28182,67.62,197.79,46.73,53.60,34.92,30.68,431.34
28183,67.75,197.76,46.74,53.50,35.03,30.76,431.54
28184,67.62,197.95,46.65,53.40,35.32,31.11,432.04
28185,67.49,197.58,46.30,53.40,34.82,31.02,430.62
28186,67.33,197.55,46.54,53.50,34.39,31.13,430.43
28187,67.41,197.49,46.01,53.30,34.48,31.12,429.81
28188,67.20,196.54,45.85,53.30,34.29,31.80,428.98
28189,66.74,196.67,46.17,53.30,34.22,31.76,428.86
28190,66.78,196.76,45.89,53.30,33.99,31.87,428.58
28191,66.65,196.51,45.45,53.20,34.03,31.68,427.52
28192,66.65,195.79,45.77,53.40,34.38,31.69,427.69
28193,66.65,195.26,45.59,53.30,34.02,31.82,426.66
28194,66.74,195.49,45.34,53.30,34.58,31.62,427.05
28195,66.44,195.87,45.29,53.30,33.99,31.39,426.27
28196,66.40,195.95,45.32,53.30,34.17,31.18,426.32
28197,66.49,196.32,45.35,53.20,33.92,30.74,426.01
28198,66.44,195.75,45.60,53.00,34.06,30.37,425.23
28199,66.57,194.94,45.17,53.00,34.11,29.80,423.59
28200,66.65,194.92,45.55,52.90,34.35,29.72,424.10
28201,66.19,195.11,45.56,52.80,34.65,29.87,424.18
28202,66.36,194.41,46.27,52.80,34.58,30.79,425.19
28203,66.40,193.84,46.04,52.90,34.61,30.57,424.35
28204,66.15,193.95,46.24,53.00,34.58,30.80,424.72
28205,66.23,194.11,46.65,53.00,34.34,30.43,424.76
28206,66.11,193.76,47.13,52.90,34.26,30.76,424.92
28207,66.15,193.99,47.25,52.80,34.16,30.16,424.50
28208,66.19,193.86,47.07,52.90,34.07,30.71,424.79
28209,66.40,194.17,47.08,52.70,33.74,30.97,425.07
28210,66.19,194.00,47.27,52.60,34.39,30.44,424.88
28211,66.02,193.98,47.38,52.60,34.29,30.80,425.07
28212,66.07,193.41,47.03,52.50,34.56,30.52,424.09
28213,66.07,193.35,46.79,52.50,35.04,30.09,423.84
28214,65.94,193.58,46.41,52.60,34.83,30.03,423.40
28215,65.77,193.09,46.15,52.50,34.53,30.71,422.76
28216,65.73,193.31,46.52,52.50,34.33,29.99,422.38
28217,65.73,192.82,46.66,52.30,33.82,30.32,421.65
28218,65.48,193.22,46.76,52.30,33.62,30.75,422.13
28219,65.86,192.92,46.30,52.40,34.18,30.37,422.02
28220,65.81,192.88,46.20,52.40,34.44,29.13,420.87
28221,65.65,192.43,46.12,52.50,34.52,29.52,420.73
28222,65.31,192.80,46.14,52.50,34.85,29.69,421.29
28223,65.39,192.36,46.00,52.50,34.93,29.05,420.23
28224,64.93,192.37,45.56,52.40,34.95,29.21,419.42
28225,64.93,192.70,45.36,52.40,35.21,28.66,419.26
28226,64.89,192.92,45.29,52.40,35.27,29.00,419.78
28227,65.06,192.40,45.31,52.40,35.60,28.60,419.36
28228,64.76,192.20,45.32,52.40,35.34,27.51,417.54
28229,64.81,192.12,46.04,52.40,35.08,27.84,418.29
28230,65.02,192.14,45.88,52.30,35.21,27.94,418.49
28231,65.10,191.81,45.75,52.20,34.79,27.87,417.52
28232,65.23,191.94,45.88,52.20,34.21,27.79,417.25
28233,64.85,191.37,45.71,52.20,33.90,27.80,415.82
28234,65.02,191.32,45.37,52.20,34.35,28.15,416.41
28235,64.68,191.06,45.13,52.30,34.45,28.45,416.07
28236,64.30,191.29,45.20,52.40,34.52,28.33,416.05
28237,64.01,191.71,45.32,52.40,34.77,28.22,416.44
28238,64.60,191.53,45.52,52.20,34.44,27.81,416.10
28239,64.34,191.22,45.64,52.20,34.34,27.27,415.02
28240,64.68,190.87,45.60,52.00,34.55,26.93,414.63
28241,64.34,190.55,45.36,52.00,34.52,26.82,413.60
28242,64.68,190.07,45.58,51.90,34.41,26.60,413.25
28243,65.10,189.50,45.35,51.90,34.43,27.15,413.43
28244,65.35,189.34,45.07,51.90,34.83,27.74,414.24
28245,65.86,188.85,45.36,52.00,34.83,27.60,414.51
28246,65.81,189.08,45.65,51.90,34.91,28.00,415.34
28247,66.07,188.86,45.72,51.80,34.85,27.92,415.22
28248,65.90,188.96,45.52,51.80,34.97,27.44,414.58
28249,66.11,189.09,44.86,52.00,35.25,28.22,415.53
28250,66.40,188.70,45.25,51.90,35.14,28.34,415.73
28251,66.36,188.69,45.64,51.90,35.30,28.45,416.35
28252,66.40,188.73,44.98,51.90,34.94,27.70,414.65
28253,66.23,188.17,44.77,51.90,35.06,27.93,414.07
28254,66.07,187.97,44.43,51.90,34.74,27.89,413.01
28255,66.23,187.84,44.26,52.00,34.19,27.95,412.47
28256,66.11,188.08,44.15,52.00,34.27,28.02,412.64
28257,66.11,187.65,43.96,52.00,34.06,27.87,411.65
28258,66.32,187.93,44.26,51.90,33.83,28.07,412.31
28259,66.36,187.50,44.23,51.80,33.74,27.79,411.41
28260,66.57,187.61,44.01,51.70,33.53,27.64,411.06
28261,66.32,187.17,44.59,51.80,33.05,27.30,410.22
28262,66.19,187.17,44.69,51.80,32.84,26.95,409.64
28263,66.02,187.78,45.04,51.60,32.65,26.75,409.85
28264,65.65,187.82,46.10,51.60,32.64,26.90,410.71
28265,65.52,187.79,45.79,51.60,32.32,26.53,409.54
28266,65.35,187.44,45.97,51.50,32.57,26.59,409.42
28267,65.31,186.82,45.55,51.40,32.72,26.79,408.59
28268,65.31,186.88,45.31,51.40,32.74,26.17,407.81
28269,65.39,186.74,44.89,51.30,32.99,25.61,406.91
28270,65.56,186.36,44.96,51.00,32.86,25.76,406.50
28271,65.39,186.10,45.14,50.80,33.19,25.57,406.19
28272,65.14,185.93,44.59,50.80,33.51,25.86,405.82
28273,65.06,185.89,44.72,50.80,33.54,25.90,405.91
28274,64.76,185.58,44.00,50.80,33.43,26.61,405.18
28275,64.72,185.66,44.29,50.60,33.38,26.96,405.61
28276,65.06,185.14,43.73,50.50,33.51,27.11,405.05
28277,65.06,184.65,44.07,50.40,33.17,27.00,404.36
28278,65.10,184.55,44.10,50.20,32.60,26.61,403.16
28279,64.55,184.76,43.86,50.20,32.62,26.81,402.81
28280,64.72,184.98,43.59,50.10,32.93,26.67,403.00
28281,64.68,184.61,43.49,50.10,33.03,26.44,402.35
28282,64.68,184.54,43.28,50.00,33.01,26.38,401.88
28283,64.81,184.17,42.71,50.00,32.92,26.44,401.05
28284,64.97,184.23,42.69,50.00,33.03,25.68,400.59
28285,65.06,184.75,42.50,50.00,32.73,25.13,400.17
28286,65.27,184.61,43.10,49.90,32.30,25.24,400.41
28287,65.02,184.28,42.80,50.00,32.18,25.73,400.00
28288,64.76,183.79,43.31,50.00,32.13,25.49,399.48
28289,64.72,183.87,43.13,50.10,31.93,25.94,399.68
28290,64.34,183.68,43.24,50.10,31.92,26.44,399.72
28291,64.13,183.15,43.02,50.10,31.99,26.03,398.41
28292,64.09,183.13,42.73,50.00,31.98,26.21,398.14
28293,64.18,182.51,42.64,49.90,32.11,25.95,397.29
28294,64.39,182.73,42.61,49.90,32.31,25.62,397.57
28295,64.30,182.77,43.25,49.80,32.57,25.38,398.07
28296,64.51,182.51,43.10,49.70,32.76,25.23,397.81
28297,64.76,182.81,43.43,49.70,32.56,24.90,398.17
28298,64.47,182.96,43.69,49.70,32.44,24.80,398.06
28299,64.43,183.16,43.45,49.60,32.75,24.63,398.01
28300,64.43,183.05,43.36,49.60,32.64,24.61,397.68
28301,64.26,183.13,43.60,49.70,33.01,24.49,398.19
28302,64.26,182.76,43.64,49.70,32.94,24.38,397.69
28303,64.09,182.60,44.37,49.80,32.42,24.57,397.86
28304,63.84,182.25,44.21,49.80,32.66,24.35,397.11
28305,63.71,182.22,43.55,49.60,32.80,23.93,395.82
28306,63.92,182.13,43.29,49.50,32.95,24.22,396.02
28307,63.80,181.60,43.44,49.50,33.05,24.27,395.65
28308,63.63,181.49,43.86,49.50,32.89,25.35,396.72
28309,63.59,181.25,43.93,49.50,32.41,25.71,396.39
28310,63.59,181.50,44.39,49.30,32.23,25.86,396.86
28311,63.67,181.66,44.32,49.40,32.25,25.75,397.06
28312,63.92,181.87,44.30,49.40,32.17,25.86,397.53
28313,64.09,181.82,44.29,49.30,32.01,25.44,396.95
28314,64.39,181.83,43.64,49.20,32.19,24.95,396.20
28315,63.92,182.15,43.58,49.00,32.40,25.31,396.36
28316,64.09,182.13,43.62,49.00,32.65,25.06,396.55
28317,63.80,182.35,43.75,49.00,32.50,25.31,396.72
28318,63.84,181.91,43.97,49.10,32.49,25.19,396.50
28319,64.13,181.71,44.59,49.10,32.87,25.22,397.61
28320,64.01,181.44,44.87,49.00,32.86,24.74,396.92
28321,63.97,180.94,45.08,48.90,33.20,25.24,397.32
28322,63.97,181.28,44.49,48.90,33.04,25.40,397.08
28323,64.26,181.58,44.04,48.80,32.53,24.92,396.13
28324,64.26,181.68,44.08,48.80,32.72,24.72,396.26
28325,64.18,181.79,43.13,48.80,32.17,24.23,394.30
28326,64.26,181.68,43.01,48.80,32.16,24.38,394.29
28327,64.01,181.89,43.16,49.00,32.46,24.21,394.73
28328,64.09,181.70,42.52,49.00,32.87,23.97,394.16
28329,64.01,181.30,42.41,49.00,33.03,23.57,393.32
28330,63.71,181.31,42.49,49.00,32.88,23.58,392.98
28331,63.92,180.76,43.00,48.90,32.76,24.27,393.61
28332,64.43,180.30,43.01,48.90,32.71,24.35,393.69
28333,64.51,179.39,42.64,48.90,32.60,24.43,392.47
28334,64.22,179.65,43.03,48.90,32.46,25.09,393.35
28335,64.30,179.57,43.19,48.80,32.35,25.23,393.45
28336,64.30,179.24,42.73,48.90,32.19,25.29,392.66
28337,64.26,179.27,42.37,49.00,32.47,24.27,391.63
28338,64.05,179.07,42.42,48.90,32.23,24.67,391.34
28339,64.09,179.35,42.83,48.90,32.50,23.77,391.43
28340,64.09,179.57,42.63,48.90,32.44,23.78,391.42
28341,64.34,179.09,42.68,48.90,32.11,24.04,391.16
28342,63.92,178.82,42.85,48.90,31.80,23.97,390.26
28343,64.09,178.98,43.47,48.90,31.71,24.35,391.50
28344,63.84,178.99,43.27,48.90,31.57,24.46,391.02
28345,64.13,178.61,43.10,48.90,31.58,24.30,390.62
28346,63.76,178.24,42.55,48.80,31.62,24.47,389.44
28347,63.50,178.54,42.81,48.80,31.31,24.89,389.85
28348,63.63,178.60,42.76,48.80,31.28,25.27,390.35
28349,63.88,178.40,42.64,48.80,31.08,25.15,389.94
28350,63.71,178.67,42.75,48.80,30.89,25.54,390.37
28351,63.71,179.04,42.98,48.80,30.87,25.74,391.15
28352,63.38,179.45,42.38,48.70,30.62,25.78,390.31
28353,63.42,179.92,42.45,48.70,31.13,25.42,391.05
28354,63.50,180.14,42.12,48.60,30.75,25.49,390.61
28355,63.34,180.08,42.24,48.60,30.55,26.05,390.85
28356,63.63,179.87,41.89,48.50,31.08,25.97,390.93
28357,63.42,179.72,41.91,48.50,31.29,26.63,391.47
28358,63.42,180.37,41.80,48.50,31.44,27.14,392.66
28359,62.83,180.23,42.13,48.40,31.59,26.38,391.56
28360,62.87,179.99,41.66,48.40,31.69,26.04,390.65
28361,63.29,180.68,41.22,48.50,31.60,26.01,391.30
28362,63.04,180.70,41.62,48.50,31.43,25.66,390.95
28363,62.96,180.39,41.21,48.50,31.31,25.12,389.49
28364,63.00,180.73,41.61,48.50,31.19,25.40,390.43
28365,62.79,180.69,41.33,48.40,31.89,25.22,390.31
28366,62.79,179.87,41.04,48.40,31.71,25.05,388.87
28367,62.79,179.79,41.09,48.50,31.73,24.16,388.05
28368,62.75,180.12,40.82,48.50,31.93,24.29,388.40
28369,62.92,180.21,40.60,48.50,32.37,24.84,389.43
28370,62.87,180.53,40.77,48.50,32.39,24.73,389.79
28371,62.66,180.44,40.81,48.50,32.16,24.75,389.33
28372,62.54,180.20,40.86,48.50,32.05,24.25,388.41
28373,62.66,179.84,40.37,48.70,32.49,24.53,388.60
28374,62.58,179.36,40.68,48.70,32.62,24.56,388.50
28375,62.62,179.43,40.64,48.70,32.38,24.18,387.95
28376,62.37,179.59,40.34,48.60,32.16,24.05,387.11
28377,62.33,179.35,40.44,48.80,32.13,24.60,387.66
28378,62.08,178.77,40.37,48.70,31.52,24.67,386.11
28379,62.24,178.47,40.63,48.90,31.68,24.86,386.78
28380,62.50,178.29,41.40,48.90,31.54,25.92,388.55
28381,62.96,178.03,40.82,48.90,31.68,26.09,388.48
28382,62.87,177.84,40.71,48.80,31.69,26.28,388.20
28383,63.21,178.23,40.01,48.80,31.38,26.16,387.79
28384,63.13,178.12,40.28,48.60,31.23,25.82,387.18
28385,63.17,177.94,40.84,48.60,31.02,26.02,387.58
28386,62.87,177.41,40.28,48.40,30.71,26.28,385.96
28387,62.92,176.93,40.03,48.40,30.31,25.93,384.52
28388,62.66,176.57,39.86,48.40,30.57,25.76,383.82
28389,62.96,176.80,40.33,48.40,30.74,25.90,385.13
28390,63.00,176.43,40.23,48.50,30.95,26.50,385.61
28391,62.71,175.88,39.79,48.40,30.72,26.31,383.81
28392,62.58,175.87,39.85,48.40,31.01,25.47,383.17
28393,62.66,175.82,39.33,48.30,30.80,25.79,382.69
28394,62.37,175.91,39.49,48.30,30.86,25.66,382.59
28395,62.41,175.52,39.56,48.30,30.72,25.03,381.55
28396,62.58,175.45,39.33,48.20,30.51,24.53,380.61
28397,62.83,175.77,38.68,48.30,30.60,24.00,380.17
28398,62.66,175.48,38.85,48.30,30.29,23.96,379.54
28399,62.96,175.60,38.96,48.30,29.98,24.35,380.14
28400,63.38,175.65,38.77,48.30,29.94,24.79,380.84
28401,63.55,175.75,39.09,48.30,29.82,24.88,381.39
28402,63.25,176.04,38.47,48.30,30.19,24.73,380.99
28403,63.08,176.10,38.37,48.40,29.97,24.45,380.37
28404,63.17,175.52,38.35,48.40,30.36,23.96,379.76
28405,63.00,175.09,38.12,48.30,30.67,24.00,379.18
28406,62.96,174.86,38.32,48.10,30.81,23.62,378.68
28407,62.92,174.76,38.22,48.10,31.65,23.85,379.49
28408,63.17,174.74,37.87,48.10,31.44,24.27,379.59
28409,63.00,174.81,38.36,48.10,31.50,23.76,379.53
28410,62.79,174.90,38.33,48.10,31.30,24.14,379.55
28411,62.79,174.84,38.78,48.10,30.95,23.83,379.28
28412,62.79,174.85,38.96,48.10,30.96,23.99,379.65
28413,62.79,174.97,38.75,48.10,30.63,23.90,379.14
28414,62.62,174.91,39.08,48.00,30.09,24.14,378.85
28415,62.79,174.01,38.51,48.00,30.34,24.35,378.00
28416,62.92,173.83,38.42,48.10,30.42,24.77,378.47
28417,63.21,173.96,38.65,48.00,30.57,25.04,379.43
28418,63.21,173.77,38.73,47.90,30.44,25.07,379.11
28419,62.92,174.03,38.35,47.90,30.35,25.18,378.72
28420,62.79,173.39,38.51,47.80,30.04,24.85,377.38
28421,62.45,173.67,38.62,47.60,30.34,24.50,377.19
28422,62.79,173.44,39.10,47.60,30.37,24.48,377.77
28423,63.04,173.18,38.96,47.60,30.53,23.96,377.28
28424,62.66,173.12,38.90,47.60,30.56,23.98,376.83
28425,62.24,173.49,38.99,47.40,30.97,24.18,377.26
28426,62.33,173.38,39.56,47.50,31.33,23.55,377.64
28427,62.03,172.63,39.46,47.50,31.70,23.08,376.40
28428,62.03,172.27,39.50,47.40,31.63,23.12,375.95
28429,62.08,172.11,39.12,47.40,31.63,22.76,375.09
28430,61.95,172.28,39.36,47.40,31.42,23.15,375.56
28431,61.70,172.23,38.59,47.30,31.40,23.01,374.22
28432,62.03,171.80,38.60,47.50,31.53,22.68,374.14
28433,62.12,170.93,38.54,47.50,31.50,22.46,373.06
28434,61.91,170.70,38.82,47.50,31.26,22.00,372.19
28435,62.16,170.46,39.11,47.50,31.80,21.65,372.67
28436,62.20,170.16,38.78,47.50,31.61,21.58,371.83
28437,62.20,170.30,38.57,47.40,31.34,21.71,371.51
28438,62.50,169.88,38.86,47.40,31.71,21.75,372.08
28439,62.50,169.92,39.12,47.40,31.34,22.62,372.88
28440,62.03,169.88,38.87,47.40,31.08,22.39,371.65
28441,61.95,169.48,38.87,47.40,30.90,22.53,371.13
28442,62.24,169.02,38.72,47.40,30.88,22.98,371.24
28443,62.08,168.53,38.57,47.40,30.83,22.61,370.02
28444,62.03,168.39,38.67,47.40,30.64,22.85,370.00
28445,62.08,168.62,38.46,47.40,30.45,22.48,369.48
28446,61.82,168.76,38.47,47.40,30.84,22.42,369.72
28447,61.82,168.78,38.40,47.40,30.52,22.21,369.13
28448,61.57,168.69,38.64,47.40,30.32,22.45,369.08
